"";"leto";"spol";"starostne.skupine";"izobrazba";"stevilo.umrlih.izobrazba";"stan";"stevilo.umrlih.stan"
"1342";2012;"M";"45-49";"brez";"11";"samski/a";127
"1343";2012;"M";"45-49";"brez";"11";"porocen/a";93
"1344";2012;"M";"45-49";"brez";"11";"razvezan/a";39
"1345";2012;"M";"45-49";"OS";"73";"vdovec/vdova";4
"1346";2012;"M";"45-49";"OS";"73";"samski/a";127
"1347";2012;"M";"45-49";"OS";"73";"porocen/a";93
"1348";2012;"M";"45-49";"OS";"73";"razvezan/a";39
"1349";2012;"M";"45-49";"SS";"161";"vdovec/vdova";4
"1350";2012;"M";"45-49";"SS";"161";"samski/a";127
"1351";2012;"M";"45-49";"SS";"161";"porocen/a";93
"1352";2012;"M";"45-49";"SS";"161";"razvezan/a";39
"1353";2012;"M";"45-49";"VS";"18";"vdovec/vdova";4
"1354";2012;"M";"45-49";"VS";"18";"samski/a";127
"1355";2012;"M";"45-49";"VS";"18";"porocen/a";93
"1356";2012;"M";"45-49";"VS";"18";"razvezan/a";39
"1357";2012;"M";"45-49";"neznano";"0";"vdovec/vdova";4
"1358";2012;"M";"45-49";"neznano";"0";"samski/a";127
"1359";2012;"M";"45-49";"neznano";"0";"porocen/a";93
"1360";2012;"M";"45-49";"neznano";"0";"razvezan/a";39
"1361";2012;"M";"50-54";"brez";"26";"razvezan/a";61
"1362";2012;"M";"50-54";"brez";"26";"vdovec/vdova";7
"1363";2012;"M";"50-54";"brez";"26";"porocen/a";204
"1364";2012;"M";"50-54";"brez";"26";"samski/a";192
"1365";2012;"M";"50-54";"OS";"132";"razvezan/a";61
"1366";2012;"M";"50-54";"OS";"132";"vdovec/vdova";7
"1367";2012;"M";"50-54";"OS";"132";"porocen/a";204
"1368";2012;"M";"50-54";"OS";"132";"samski/a";192
"1369";2012;"M";"50-54";"SS";"270";"razvezan/a";61
"1370";2012;"M";"50-54";"SS";"270";"vdovec/vdova";7
"1371";2012;"M";"50-54";"SS";"270";"porocen/a";204
"1372";2012;"M";"50-54";"SS";"270";"samski/a";192
"1373";2012;"M";"50-54";"VS";"36";"razvezan/a";61
"1374";2012;"M";"50-54";"VS";"36";"vdovec/vdova";7
"1375";2012;"M";"50-54";"VS";"36";"porocen/a";204
"1376";2012;"M";"50-54";"VS";"36";"samski/a";192
"1377";2012;"M";"50-54";"neznano";"0";"razvezan/a";61
"1378";2012;"M";"50-54";"neznano";"0";"vdovec/vdova";7
"1379";2012;"M";"50-54";"neznano";"0";"porocen/a";204
"1380";2012;"M";"50-54";"neznano";"0";"samski/a";192
"1381";2012;"M";"55-59";"brez";"68";"porocen/a";376
"1382";2012;"M";"55-59";"brez";"68";"razvezan/a";109
"1383";2012;"M";"55-59";"brez";"68";"vdovec/vdova";21
"1384";2012;"M";"55-59";"brez";"68";"samski/a";211
"1385";2012;"M";"55-59";"OS";"206";"porocen/a";376
"1386";2012;"M";"55-59";"OS";"206";"razvezan/a";109
"1387";2012;"M";"55-59";"OS";"206";"vdovec/vdova";21
"1388";2012;"M";"55-59";"OS";"206";"samski/a";211
"1389";2012;"M";"55-59";"SS";"381";"porocen/a";376
"1390";2012;"M";"55-59";"SS";"381";"razvezan/a";109
"1391";2012;"M";"55-59";"SS";"381";"vdovec/vdova";21
"1392";2012;"M";"55-59";"SS";"381";"samski/a";211
"1393";2012;"M";"55-59";"VS";"62";"porocen/a";376
"1394";2012;"M";"55-59";"VS";"62";"razvezan/a";109
"1395";2012;"M";"55-59";"VS";"62";"vdovec/vdova";21
"1396";2012;"M";"55-59";"VS";"62";"samski/a";211
"1397";2012;"M";"55-59";"neznano";"0";"porocen/a";376
"1398";2012;"M";"55-59";"neznano";"0";"razvezan/a";109
"1399";2012;"M";"55-59";"neznano";"0";"vdovec/vdova";21
"1400";2012;"M";"55-59";"neznano";"0";"samski/a";211
"1401";2012;"M";"60-64";"brez";"91";"razvezan/a";146
"1402";2012;"M";"60-64";"brez";"91";"vdovec/vdova";50
"1403";2012;"M";"60-64";"brez";"91";"samski/a";185
"1404";2012;"M";"60-64";"brez";"91";"porocen/a";526
"1405";2012;"M";"60-64";"OS";"235";"razvezan/a";146
"1406";2012;"M";"60-64";"OS";"235";"vdovec/vdova";50
"1407";2012;"M";"60-64";"OS";"235";"samski/a";185
"1408";2012;"M";"60-64";"OS";"235";"porocen/a";526
"1409";2012;"M";"60-64";"SS";"504";"razvezan/a";146
"1410";2012;"M";"60-64";"SS";"504";"vdovec/vdova";50
"1411";2012;"M";"60-64";"SS";"504";"samski/a";185
"1412";2012;"M";"60-64";"SS";"504";"porocen/a";526
"1413";2012;"M";"60-64";"VS";"77";"razvezan/a";146
"1414";2012;"M";"60-64";"VS";"77";"vdovec/vdova";50
"1415";2012;"M";"60-64";"VS";"77";"samski/a";185
"1416";2012;"M";"60-64";"VS";"77";"porocen/a";526
"1417";2012;"M";"60-64";"neznano";"0";"razvezan/a";146
"1418";2012;"M";"60-64";"neznano";"0";"vdovec/vdova";50
"1419";2012;"M";"60-64";"neznano";"0";"samski/a";185
"1420";2012;"M";"60-64";"neznano";"0";"porocen/a";526
"1421";2012;"M";"65-69";"brez";"76";"vdovec/vdova";84
"1422";2012;"M";"65-69";"brez";"76";"porocen/a";568
"1423";2012;"M";"65-69";"brez";"76";"razvezan/a";100
"1424";2012;"M";"65-69";"brez";"76";"samski/a";126
"1425";2012;"M";"65-69";"OS";"224";"vdovec/vdova";84
"1426";2012;"M";"65-69";"OS";"224";"porocen/a";568
"1427";2012;"M";"65-69";"OS";"224";"razvezan/a";100
"1428";2012;"M";"65-69";"OS";"224";"samski/a";126
"1429";2012;"M";"65-69";"SS";"481";"vdovec/vdova";84
"1430";2012;"M";"65-69";"SS";"481";"porocen/a";568
"1431";2012;"M";"65-69";"SS";"481";"razvezan/a";100
"1432";2012;"M";"65-69";"SS";"481";"samski/a";126
"1433";2012;"M";"65-69";"VS";"97";"vdovec/vdova";84
"1434";2012;"M";"65-69";"VS";"97";"porocen/a";568
"1435";2012;"M";"65-69";"VS";"97";"razvezan/a";100
"1436";2012;"M";"65-69";"VS";"97";"samski/a";126
"1437";2012;"M";"65-69";"neznano";"0";"vdovec/vdova";84
"1438";2012;"M";"65-69";"neznano";"0";"porocen/a";568
"1439";2012;"M";"65-69";"neznano";"0";"razvezan/a";100
"1440";2012;"M";"65-69";"neznano";"0";"samski/a";126
"1441";2012;"M";"70-74";"brez";"154";"razvezan/a";115
"1442";2012;"M";"70-74";"brez";"154";"porocen/a";810
"1443";2012;"M";"70-74";"brez";"154";"samski/a";116
"1444";2012;"M";"70-74";"brez";"154";"vdovec/vdova";170
"1445";2012;"M";"70-74";"OS";"301";"razvezan/a";115
"1446";2012;"M";"70-74";"OS";"301";"porocen/a";810
"1447";2012;"M";"70-74";"OS";"301";"samski/a";116
"1448";2012;"M";"70-74";"OS";"301";"vdovec/vdova";170
"1449";2012;"M";"70-74";"SS";"630";"razvezan/a";115
"1450";2012;"M";"70-74";"SS";"630";"porocen/a";810
"1451";2012;"M";"70-74";"SS";"630";"samski/a";116
"1452";2012;"M";"70-74";"SS";"630";"vdovec/vdova";170
"1453";2012;"M";"70-74";"VS";"126";"razvezan/a";115
"1454";2012;"M";"70-74";"VS";"126";"porocen/a";810
"1455";2012;"M";"70-74";"VS";"126";"samski/a";116
"1456";2012;"M";"70-74";"VS";"126";"vdovec/vdova";170
"1457";2012;"M";"70-74";"neznano";"0";"razvezan/a";115
"1458";2012;"M";"70-74";"neznano";"0";"porocen/a";810
"1459";2012;"M";"70-74";"neznano";"0";"samski/a";116
"1460";2012;"M";"70-74";"neznano";"0";"vdovec/vdova";170
"1461";2012;"M";"75-79";"brez";"222";"vdovec/vdova";292
"1462";2012;"M";"75-79";"brez";"222";"samski/a";104
"1463";2012;"M";"75-79";"brez";"222";"porocen/a";976
"1464";2012;"M";"75-79";"brez";"222";"razvezan/a";83
"1465";2012;"M";"75-79";"OS";"357";"vdovec/vdova";292
"1466";2012;"M";"75-79";"OS";"357";"samski/a";104
"1467";2012;"M";"75-79";"OS";"357";"porocen/a";976
"1468";2012;"M";"75-79";"OS";"357";"razvezan/a";83
"1469";2012;"M";"75-79";"SS";"740";"vdovec/vdova";292
"1470";2012;"M";"75-79";"SS";"740";"samski/a";104
"1471";2012;"M";"75-79";"SS";"740";"porocen/a";976
"1472";2012;"M";"75-79";"SS";"740";"razvezan/a";83
"1473";2012;"M";"75-79";"VS";"136";"vdovec/vdova";292
"1474";2012;"M";"75-79";"VS";"136";"samski/a";104
"1475";2012;"M";"75-79";"VS";"136";"porocen/a";976
"1476";2012;"M";"75-79";"VS";"136";"razvezan/a";83
"1477";2012;"M";"75-79";"neznano";"0";"vdovec/vdova";292
"1478";2012;"M";"75-79";"neznano";"0";"samski/a";104
"1479";2012;"M";"75-79";"neznano";"0";"porocen/a";976
"1480";2012;"M";"75-79";"neznano";"0";"razvezan/a";83
"1481";2012;"M";"80-84";"brez";"252";"vdovec/vdova";462
"1482";2012;"M";"80-84";"brez";"252";"porocen/a";972
"1483";2012;"M";"80-84";"brez";"252";"razvezan/a";52
"1484";2012;"M";"80-84";"brez";"252";"samski/a";81
"1485";2012;"M";"80-84";"OS";"392";"vdovec/vdova";462
"1486";2012;"M";"80-84";"OS";"392";"porocen/a";972
"1487";2012;"M";"80-84";"OS";"392";"razvezan/a";52
"1488";2012;"M";"80-84";"OS";"392";"samski/a";81
"1489";2012;"M";"80-84";"SS";"781";"vdovec/vdova";462
"1490";2012;"M";"80-84";"SS";"781";"porocen/a";972
"1491";2012;"M";"80-84";"SS";"781";"razvezan/a";52
"1492";2012;"M";"80-84";"SS";"781";"samski/a";81
"1493";2012;"M";"80-84";"VS";"142";"vdovec/vdova";462
"1494";2012;"M";"80-84";"VS";"142";"porocen/a";972
"1495";2012;"M";"80-84";"VS";"142";"razvezan/a";52
"1496";2012;"M";"80-84";"VS";"142";"samski/a";81
"1497";2012;"M";"80-84";"neznano";"0";"vdovec/vdova";462
"1498";2012;"M";"80-84";"neznano";"0";"porocen/a";972
"1499";2012;"M";"80-84";"neznano";"0";"razvezan/a";52
"1500";2012;"M";"80-84";"neznano";"0";"samski/a";81
"1501";2012;"M";"85+";"brez";"190";"razvezan/a";47
"1502";2012;"M";"85+";"brez";"190";"samski/a";62
"1503";2012;"M";"85+";"brez";"190";"vdovec/vdova";688
"1504";2012;"M";"85+";"brez";"190";"porocen/a";752
"1505";2012;"M";"85+";"OS";"402";"razvezan/a";47
"1506";2012;"M";"85+";"OS";"402";"samski/a";62
"1507";2012;"M";"85+";"OS";"402";"vdovec/vdova";688
"1508";2012;"M";"85+";"OS";"402";"porocen/a";752
"1509";2012;"M";"85+";"SS";"689";"razvezan/a";47
"1510";2012;"M";"85+";"SS";"689";"samski/a";62
"1511";2012;"M";"85+";"SS";"689";"vdovec/vdova";688
"1512";2012;"M";"85+";"SS";"689";"porocen/a";752
"1513";2012;"M";"85+";"VS";"268";"razvezan/a";47
"1514";2012;"M";"85+";"VS";"268";"samski/a";62
"1515";2012;"M";"85+";"VS";"268";"vdovec/vdova";688
"1516";2012;"M";"85+";"VS";"268";"porocen/a";752
"1517";2012;"M";"85+";"neznano";"0";"razvezan/a";47
"1518";2012;"M";"85+";"neznano";"0";"samski/a";62
"1519";2012;"M";"85+";"neznano";"0";"vdovec/vdova";688
"1520";2012;"M";"85+";"neznano";"0";"porocen/a";752
"1521";2012;"Z";"0-15";"ni.podatka";"ni.podatka";"porocen/a";0
"1522";2012;"Z";"0-15";"ni.podatka";"ni.podatka";"samski/a";31
"1523";2012;"Z";"0-15";"ni.podatka";"ni.podatka";"vdovec/vdova";0
"1524";2012;"Z";"0-15";"ni.podatka";"ni.podatka";"razvezan/a";0
"1525";2012;"Z";"15-19";"brez";"1";"porocen/a";0
"1526";2012;"Z";"15-19";"brez";"1";"samski/a";10
"1527";2012;"Z";"15-19";"brez";"1";"razvezan/a";0
"1528";2012;"Z";"15-19";"brez";"1";"vdovec/vdova";0
"1529";2012;"Z";"15-19";"OS";"8";"porocen/a";0
"1530";2012;"Z";"15-19";"OS";"8";"samski/a";10
"1531";2012;"Z";"15-19";"OS";"8";"razvezan/a";0
"1532";2012;"Z";"15-19";"OS";"8";"vdovec/vdova";0
"1533";2012;"Z";"15-19";"SS";"1";"porocen/a";0
"1534";2012;"Z";"15-19";"SS";"1";"samski/a";10
"1535";2012;"Z";"15-19";"SS";"1";"razvezan/a";0
"1536";2012;"Z";"15-19";"SS";"1";"vdovec/vdova";0
"1537";2012;"Z";"15-19";"VS";"0";"porocen/a";0
"1538";2012;"Z";"15-19";"VS";"0";"samski/a";10
"1539";2012;"Z";"15-19";"VS";"0";"razvezan/a";0
"1540";2012;"Z";"15-19";"VS";"0";"vdovec/vdova";0
"1541";2012;"Z";"15-19";"neznano";"0";"porocen/a";0
"1542";2012;"Z";"15-19";"neznano";"0";"samski/a";10
"1543";2012;"Z";"15-19";"neznano";"0";"razvezan/a";0
"1544";2012;"Z";"15-19";"neznano";"0";"vdovec/vdova";0
"1545";2012;"Z";"20-24";"brez";"0";"vdovec/vdova";0
"1546";2012;"Z";"20-24";"brez";"0";"razvezan/a";0
"1547";2012;"Z";"20-24";"brez";"0";"porocen/a";0
"1548";2012;"Z";"20-24";"brez";"0";"samski/a";13
"1549";2012;"Z";"20-24";"OS";"0";"vdovec/vdova";0
"1550";2012;"Z";"20-24";"OS";"0";"razvezan/a";0
"1551";2012;"Z";"20-24";"OS";"0";"porocen/a";0
"1552";2012;"Z";"20-24";"OS";"0";"samski/a";13
"1553";2012;"Z";"20-24";"SS";"13";"vdovec/vdova";0
"1554";2012;"Z";"20-24";"SS";"13";"razvezan/a";0
"1555";2012;"Z";"20-24";"SS";"13";"porocen/a";0
"1556";2012;"Z";"20-24";"SS";"13";"samski/a";13
"1557";2012;"Z";"20-24";"VS";"0";"vdovec/vdova";0
"1558";2012;"Z";"20-24";"VS";"0";"razvezan/a";0
"1559";2012;"Z";"20-24";"VS";"0";"porocen/a";0
"1560";2012;"Z";"20-24";"VS";"0";"samski/a";13
"1561";2012;"Z";"20-24";"neznano";"0";"vdovec/vdova";0
"1562";2012;"Z";"20-24";"neznano";"0";"razvezan/a";0
"1563";2012;"Z";"20-24";"neznano";"0";"porocen/a";0
"1564";2012;"Z";"20-24";"neznano";"0";"samski/a";13
"1565";2012;"Z";"25-29";"brez";"2";"razvezan/a";0
"1566";2012;"Z";"25-29";"brez";"2";"porocen/a";2
"1567";2012;"Z";"25-29";"brez";"2";"samski/a";10
"1568";2012;"Z";"25-29";"brez";"2";"vdovec/vdova";0
"1569";2012;"Z";"25-29";"OS";"1";"razvezan/a";0
"1570";2012;"Z";"25-29";"OS";"1";"porocen/a";2
"1571";2012;"Z";"25-29";"OS";"1";"samski/a";10
"1572";2012;"Z";"25-29";"OS";"1";"vdovec/vdova";0
"1573";2012;"Z";"25-29";"SS";"6";"razvezan/a";0
"1574";2012;"Z";"25-29";"SS";"6";"porocen/a";2
"1575";2012;"Z";"25-29";"SS";"6";"samski/a";10
"1576";2012;"Z";"25-29";"SS";"6";"vdovec/vdova";0
"1577";2012;"Z";"25-29";"VS";"3";"razvezan/a";0
"1578";2012;"Z";"25-29";"VS";"3";"porocen/a";2
"1579";2012;"Z";"25-29";"VS";"3";"samski/a";10
"1580";2012;"Z";"25-29";"VS";"3";"vdovec/vdova";0
"1581";2012;"Z";"25-29";"neznano";"0";"razvezan/a";0
"1582";2012;"Z";"25-29";"neznano";"0";"porocen/a";2
"1583";2012;"Z";"25-29";"neznano";"0";"samski/a";10
"1584";2012;"Z";"25-29";"neznano";"0";"vdovec/vdova";0
"1585";2012;"Z";"30-34";"brez";"2";"samski/a";18
"1586";2012;"Z";"30-34";"brez";"2";"porocen/a";4
"1587";2012;"Z";"30-34";"brez";"2";"vdovec/vdova";0
"1588";2012;"Z";"30-34";"brez";"2";"razvezan/a";2
"1589";2012;"Z";"30-34";"OS";"6";"samski/a";18
"1590";2012;"Z";"30-34";"OS";"6";"porocen/a";4
"1591";2012;"Z";"30-34";"OS";"6";"vdovec/vdova";0
"1592";2012;"Z";"30-34";"OS";"6";"razvezan/a";2
"1593";2012;"Z";"30-34";"SS";"12";"samski/a";18
"1594";2012;"Z";"30-34";"SS";"12";"porocen/a";4
"1595";2012;"Z";"30-34";"SS";"12";"vdovec/vdova";0
"1596";2012;"Z";"30-34";"SS";"12";"razvezan/a";2
"1597";2012;"Z";"30-34";"VS";"4";"samski/a";18
"1598";2012;"Z";"30-34";"VS";"4";"porocen/a";4
"1599";2012;"Z";"30-34";"VS";"4";"vdovec/vdova";0
"1600";2012;"Z";"30-34";"VS";"4";"razvezan/a";2
"1601";2012;"Z";"30-34";"neznano";"0";"samski/a";18
"1602";2012;"Z";"30-34";"neznano";"0";"porocen/a";4
"1603";2012;"Z";"30-34";"neznano";"0";"vdovec/vdova";0
"1604";2012;"Z";"30-34";"neznano";"0";"razvezan/a";2
"1605";2012;"Z";"35-39";"brez";"1";"porocen/a";8
"1606";2012;"Z";"35-39";"brez";"1";"vdovec/vdova";0
"1607";2012;"Z";"35-39";"brez";"1";"samski/a";21
"1608";2012;"Z";"35-39";"brez";"1";"razvezan/a";2
"1609";2012;"Z";"35-39";"OS";"1";"porocen/a";8
"1610";2012;"Z";"35-39";"OS";"1";"vdovec/vdova";0
"1611";2012;"Z";"35-39";"OS";"1";"samski/a";21
"1612";2012;"Z";"35-39";"OS";"1";"razvezan/a";2
"1613";2012;"Z";"35-39";"SS";"18";"porocen/a";8
"1614";2012;"Z";"35-39";"SS";"18";"vdovec/vdova";0
"1615";2012;"Z";"35-39";"SS";"18";"samski/a";21
"1616";2012;"Z";"35-39";"SS";"18";"razvezan/a";2
"1617";2012;"Z";"35-39";"VS";"11";"porocen/a";8
"1618";2012;"Z";"35-39";"VS";"11";"vdovec/vdova";0
"1619";2012;"Z";"35-39";"VS";"11";"samski/a";21
"1620";2012;"Z";"35-39";"VS";"11";"razvezan/a";2
"1621";2012;"Z";"35-39";"neznano";"0";"porocen/a";8
"1622";2012;"Z";"35-39";"neznano";"0";"vdovec/vdova";0
"1623";2012;"Z";"35-39";"neznano";"0";"samski/a";21
"1624";2012;"Z";"35-39";"neznano";"0";"razvezan/a";2
"1625";2012;"Z";"40-44";"brez";"4";"razvezan/a";9
"1626";2012;"Z";"40-44";"brez";"4";"porocen/a";27
"1627";2012;"Z";"40-44";"brez";"4";"vdovec/vdova";0
"1628";2012;"Z";"40-44";"brez";"4";"samski/a";18
"1629";2012;"Z";"40-44";"OS";"11";"razvezan/a";9
"1630";2012;"Z";"40-44";"OS";"11";"porocen/a";27
"1631";2012;"Z";"40-44";"OS";"11";"vdovec/vdova";0
"1632";2012;"Z";"40-44";"OS";"11";"samski/a";18
"1633";2012;"Z";"40-44";"SS";"28";"razvezan/a";9
"1634";2012;"Z";"40-44";"SS";"28";"porocen/a";27
"1635";2012;"Z";"40-44";"SS";"28";"vdovec/vdova";0
"1636";2012;"Z";"40-44";"SS";"28";"samski/a";18
"1637";2012;"Z";"40-44";"VS";"11";"razvezan/a";9
"1638";2012;"Z";"40-44";"VS";"11";"porocen/a";27
"1639";2012;"Z";"40-44";"VS";"11";"vdovec/vdova";0
"1640";2012;"Z";"40-44";"VS";"11";"samski/a";18
"1641";2012;"Z";"40-44";"neznano";"0";"razvezan/a";9
"1642";2012;"Z";"40-44";"neznano";"0";"porocen/a";27
"1643";2012;"Z";"40-44";"neznano";"0";"vdovec/vdova";0
"1644";2012;"Z";"40-44";"neznano";"0";"samski/a";18
"1645";2012;"Z";"45-49";"brez";"5";"vdovec/vdova";5
"1646";2012;"Z";"45-49";"brez";"5";"razvezan/a";19
"1647";2012;"Z";"45-49";"brez";"5";"porocen/a";59
"1648";2012;"Z";"45-49";"brez";"5";"samski/a";29
"1649";2012;"Z";"45-49";"OS";"38";"vdovec/vdova";5
"1650";2012;"Z";"45-49";"OS";"38";"razvezan/a";19
"1651";2012;"Z";"45-49";"OS";"38";"porocen/a";59
"1652";2012;"Z";"45-49";"OS";"38";"samski/a";29
"1653";2012;"Z";"45-49";"SS";"57";"vdovec/vdova";5
"1654";2012;"Z";"45-49";"SS";"57";"razvezan/a";19
"1655";2012;"Z";"45-49";"SS";"57";"porocen/a";59
"1656";2012;"Z";"45-49";"SS";"57";"samski/a";29
"1657";2012;"Z";"45-49";"VS";"12";"vdovec/vdova";5
"1658";2012;"Z";"45-49";"VS";"12";"razvezan/a";19
"1659";2012;"Z";"45-49";"VS";"12";"porocen/a";59
"1660";2012;"Z";"45-49";"VS";"12";"samski/a";29
"1661";2012;"Z";"45-49";"neznano";"0";"vdovec/vdova";5
"1662";2012;"Z";"45-49";"neznano";"0";"razvezan/a";19
"1663";2012;"Z";"45-49";"neznano";"0";"porocen/a";59
"1664";2012;"Z";"45-49";"neznano";"0";"samski/a";29
"1665";2012;"Z";"50-54";"brez";"7";"porocen/a";100
"1666";2012;"Z";"50-54";"brez";"7";"razvezan/a";33
"1667";2012;"Z";"50-54";"brez";"7";"samski/a";25
"1668";2012;"Z";"50-54";"brez";"7";"vdovec/vdova";14
"1669";2012;"Z";"50-54";"OS";"57";"porocen/a";100
"1670";2012;"Z";"50-54";"OS";"57";"razvezan/a";33
"1671";2012;"Z";"50-54";"OS";"57";"samski/a";25
"1672";2012;"Z";"50-54";"OS";"57";"vdovec/vdova";14
"1673";2012;"Z";"50-54";"SS";"92";"porocen/a";100
"1674";2012;"Z";"50-54";"SS";"92";"razvezan/a";33
"1675";2012;"Z";"50-54";"SS";"92";"samski/a";25
"1676";2012;"Z";"50-54";"SS";"92";"vdovec/vdova";14
"1677";2012;"Z";"50-54";"VS";"16";"porocen/a";100
"1678";2012;"Z";"50-54";"VS";"16";"razvezan/a";33
"1679";2012;"Z";"50-54";"VS";"16";"samski/a";25
"1680";2012;"Z";"50-54";"VS";"16";"vdovec/vdova";14
"1681";2012;"Z";"50-54";"neznano";"0";"porocen/a";100
"1682";2012;"Z";"50-54";"neznano";"0";"razvezan/a";33
"1683";2012;"Z";"50-54";"neznano";"0";"samski/a";25
"1684";2012;"Z";"50-54";"neznano";"0";"vdovec/vdova";14
"1685";2012;"Z";"55-59";"brez";"24";"vdovec/vdova";45
"1686";2012;"Z";"55-59";"brez";"24";"porocen/a";195
"1687";2012;"Z";"55-59";"brez";"24";"razvezan/a";62
"1688";2012;"Z";"55-59";"brez";"24";"samski/a";45
"1689";2012;"Z";"55-59";"OS";"127";"vdovec/vdova";45
"1690";2012;"Z";"55-59";"OS";"127";"porocen/a";195
"1691";2012;"Z";"55-59";"OS";"127";"razvezan/a";62
"1692";2012;"Z";"55-59";"OS";"127";"samski/a";45
"1693";2012;"Z";"55-59";"SS";"166";"vdovec/vdova";45
"1694";2012;"Z";"55-59";"SS";"166";"porocen/a";195
"1695";2012;"Z";"55-59";"SS";"166";"razvezan/a";62
"1696";2012;"Z";"55-59";"SS";"166";"samski/a";45
"1697";2012;"Z";"55-59";"VS";"30";"vdovec/vdova";45
"1698";2012;"Z";"55-59";"VS";"30";"porocen/a";195
"1699";2012;"Z";"55-59";"VS";"30";"razvezan/a";62
"1700";2012;"Z";"55-59";"VS";"30";"samski/a";45
"1701";2012;"Z";"55-59";"neznano";"0";"vdovec/vdova";45
"1702";2012;"Z";"55-59";"neznano";"0";"porocen/a";195
"1703";2012;"Z";"55-59";"neznano";"0";"razvezan/a";62
"1704";2012;"Z";"55-59";"neznano";"0";"samski/a";45
"1705";2012;"Z";"60-64";"brez";"43";"vdovec/vdova";76
"1706";2012;"Z";"60-64";"brez";"43";"porocen/a";238
"1707";2012;"Z";"60-64";"brez";"43";"razvezan/a";60
"1708";2012;"Z";"60-64";"brez";"43";"samski/a";43
"1709";2012;"Z";"60-64";"OS";"163";"vdovec/vdova";76
"1710";2012;"Z";"60-64";"OS";"163";"porocen/a";238
"1711";2012;"Z";"60-64";"OS";"163";"razvezan/a";60
"1712";2012;"Z";"60-64";"OS";"163";"samski/a";43
"1713";2012;"Z";"60-64";"SS";"171";"vdovec/vdova";76
"1714";2012;"Z";"60-64";"SS";"171";"porocen/a";238
"1715";2012;"Z";"60-64";"SS";"171";"razvezan/a";60
"1716";2012;"Z";"60-64";"SS";"171";"samski/a";43
"1717";2012;"Z";"60-64";"VS";"40";"vdovec/vdova";76
"1718";2012;"Z";"60-64";"VS";"40";"porocen/a";238
"1719";2012;"Z";"60-64";"VS";"40";"razvezan/a";60
"1720";2012;"Z";"60-64";"VS";"40";"samski/a";43
"1721";2012;"Z";"60-64";"neznano";"0";"vdovec/vdova";76
"1722";2012;"Z";"60-64";"neznano";"0";"porocen/a";238
"1723";2012;"Z";"60-64";"neznano";"0";"razvezan/a";60
"1724";2012;"Z";"60-64";"neznano";"0";"samski/a";43
"1725";2012;"Z";"65-69";"brez";"46";"samski/a";45
"1726";2012;"Z";"65-69";"brez";"46";"porocen/a";227
"1727";2012;"Z";"65-69";"brez";"46";"vdovec/vdova";122
"1728";2012;"Z";"65-69";"brez";"46";"razvezan/a";67
"1729";2012;"Z";"65-69";"OS";"201";"samski/a";45
"1730";2012;"Z";"65-69";"OS";"201";"porocen/a";227
"1731";2012;"Z";"65-69";"OS";"201";"vdovec/vdova";122
"1732";2012;"Z";"65-69";"OS";"201";"razvezan/a";67
"1733";2012;"Z";"65-69";"SS";"166";"samski/a";45
"1734";2012;"Z";"65-69";"SS";"166";"porocen/a";227
"1735";2012;"Z";"65-69";"SS";"166";"vdovec/vdova";122
"1736";2012;"Z";"65-69";"SS";"166";"razvezan/a";67
"1737";2012;"Z";"65-69";"VS";"48";"samski/a";45
"1738";2012;"Z";"65-69";"VS";"48";"porocen/a";227
"1739";2012;"Z";"65-69";"VS";"48";"vdovec/vdova";122
"1740";2012;"Z";"65-69";"VS";"48";"razvezan/a";67
"1741";2012;"Z";"65-69";"neznano";"0";"samski/a";45
"1742";2012;"Z";"65-69";"neznano";"0";"porocen/a";227
"1743";2012;"Z";"65-69";"neznano";"0";"vdovec/vdova";122
"1744";2012;"Z";"65-69";"neznano";"0";"razvezan/a";67
"1745";2012;"Z";"70-74";"brez";"124";"razvezan/a";71
"1746";2012;"Z";"70-74";"brez";"124";"samski/a";74
"1747";2012;"Z";"70-74";"brez";"124";"porocen/a";265
"1748";2012;"Z";"70-74";"brez";"124";"vdovec/vdova";306
"1749";2012;"Z";"70-74";"OS";"349";"razvezan/a";71
"1750";2012;"Z";"70-74";"OS";"349";"samski/a";74
"1751";2012;"Z";"70-74";"OS";"349";"porocen/a";265
"1752";2012;"Z";"70-74";"OS";"349";"vdovec/vdova";306
"1753";2012;"Z";"70-74";"SS";"200";"razvezan/a";71
"1754";2012;"Z";"70-74";"SS";"200";"samski/a";74
"1755";2012;"Z";"70-74";"SS";"200";"porocen/a";265
"1756";2012;"Z";"70-74";"SS";"200";"vdovec/vdova";306
"1757";2012;"Z";"70-74";"VS";"43";"razvezan/a";71
"1758";2012;"Z";"70-74";"VS";"43";"samski/a";74
"1759";2012;"Z";"70-74";"VS";"43";"porocen/a";265
"1760";2012;"Z";"70-74";"VS";"43";"vdovec/vdova";306
"1761";2012;"Z";"70-74";"neznano";"0";"razvezan/a";71
"1762";2012;"Z";"70-74";"neznano";"0";"samski/a";74
"1763";2012;"Z";"70-74";"neznano";"0";"porocen/a";265
"1764";2012;"Z";"70-74";"neznano";"0";"vdovec/vdova";306
"1765";2012;"Z";"75-79";"brez";"351";"porocen/a";371
"1766";2012;"Z";"75-79";"brez";"351";"vdovec/vdova";708
"1767";2012;"Z";"75-79";"brez";"351";"razvezan/a";111
"1768";2012;"Z";"75-79";"brez";"351";"samski/a";120
"1769";2012;"Z";"75-79";"OS";"549";"porocen/a";371
