"";"leto";"spol";"starostne.skupine";"izobrazba";"stevilo.umrlih.izobrazba";"stan";"stevilo.umrlih.stan"
"2744";2014;"Z";"15-19";"brez";"0";"razvezan/a";0
"2745";2014;"Z";"15-19";"OS";"4";"vdovec/vdova";0
"2746";2014;"Z";"15-19";"OS";"4";"samski/a";4
"2747";2014;"Z";"15-19";"OS";"4";"porocen/a";0
"2748";2014;"Z";"15-19";"OS";"4";"razvezan/a";0
"2749";2014;"Z";"15-19";"SS";"0";"vdovec/vdova";0
"2750";2014;"Z";"15-19";"SS";"0";"samski/a";4
"2751";2014;"Z";"15-19";"SS";"0";"porocen/a";0
"2752";2014;"Z";"15-19";"SS";"0";"razvezan/a";0
"2753";2014;"Z";"15-19";"VS";"0";"vdovec/vdova";0
"2754";2014;"Z";"15-19";"VS";"0";"samski/a";4
"2755";2014;"Z";"15-19";"VS";"0";"porocen/a";0
"2756";2014;"Z";"15-19";"VS";"0";"razvezan/a";0
"2757";2014;"Z";"15-19";"neznano";"0";"vdovec/vdova";0
"2758";2014;"Z";"15-19";"neznano";"0";"samski/a";4
"2759";2014;"Z";"15-19";"neznano";"0";"porocen/a";0
"2760";2014;"Z";"15-19";"neznano";"0";"razvezan/a";0
"2761";2014;"Z";"20-24";"brez";"0";"razvezan/a";0
"2762";2014;"Z";"20-24";"brez";"0";"vdovec/vdova";0
"2763";2014;"Z";"20-24";"brez";"0";"porocen/a";0
"2764";2014;"Z";"20-24";"brez";"0";"samski/a";17
"2765";2014;"Z";"20-24";"OS";"4";"razvezan/a";0
"2766";2014;"Z";"20-24";"OS";"4";"vdovec/vdova";0
"2767";2014;"Z";"20-24";"OS";"4";"porocen/a";0
"2768";2014;"Z";"20-24";"OS";"4";"samski/a";17
"2769";2014;"Z";"20-24";"SS";"11";"razvezan/a";0
"2770";2014;"Z";"20-24";"SS";"11";"vdovec/vdova";0
"2771";2014;"Z";"20-24";"SS";"11";"porocen/a";0
"2772";2014;"Z";"20-24";"SS";"11";"samski/a";17
"2773";2014;"Z";"20-24";"VS";"2";"razvezan/a";0
"2774";2014;"Z";"20-24";"VS";"2";"vdovec/vdova";0
"2775";2014;"Z";"20-24";"VS";"2";"porocen/a";0
"2776";2014;"Z";"20-24";"VS";"2";"samski/a";17
"2777";2014;"Z";"20-24";"neznano";"0";"razvezan/a";0
"2778";2014;"Z";"20-24";"neznano";"0";"vdovec/vdova";0
"2779";2014;"Z";"20-24";"neznano";"0";"porocen/a";0
"2780";2014;"Z";"20-24";"neznano";"0";"samski/a";17
"2781";2014;"Z";"25-29";"brez";"1";"razvezan/a";0
"2782";2014;"Z";"25-29";"brez";"1";"samski/a";10
"2783";2014;"Z";"25-29";"brez";"1";"vdovec/vdova";0
"2784";2014;"Z";"25-29";"brez";"1";"porocen/a";0
"2785";2014;"Z";"25-29";"OS";"1";"razvezan/a";0
"2786";2014;"Z";"25-29";"OS";"1";"samski/a";10
"2787";2014;"Z";"25-29";"OS";"1";"vdovec/vdova";0
"2788";2014;"Z";"25-29";"OS";"1";"porocen/a";0
"2789";2014;"Z";"25-29";"SS";"5";"razvezan/a";0
"2790";2014;"Z";"25-29";"SS";"5";"samski/a";10
"2791";2014;"Z";"25-29";"SS";"5";"vdovec/vdova";0
"2792";2014;"Z";"25-29";"SS";"5";"porocen/a";0
"2793";2014;"Z";"25-29";"VS";"3";"razvezan/a";0
"2794";2014;"Z";"25-29";"VS";"3";"samski/a";10
"2795";2014;"Z";"25-29";"VS";"3";"vdovec/vdova";0
"2796";2014;"Z";"25-29";"VS";"3";"porocen/a";0
"2797";2014;"Z";"25-29";"neznano";"0";"razvezan/a";0
"2798";2014;"Z";"25-29";"neznano";"0";"samski/a";10
"2799";2014;"Z";"25-29";"neznano";"0";"vdovec/vdova";0
"2800";2014;"Z";"25-29";"neznano";"0";"porocen/a";0
"2801";2014;"Z";"30-34";"brez";"5";"razvezan/a";0
"2802";2014;"Z";"30-34";"brez";"5";"samski/a";19
"2803";2014;"Z";"30-34";"brez";"5";"porocen/a";5
"2804";2014;"Z";"30-34";"brez";"5";"vdovec/vdova";0
"2805";2014;"Z";"30-34";"OS";"2";"razvezan/a";0
"2806";2014;"Z";"30-34";"OS";"2";"samski/a";19
"2807";2014;"Z";"30-34";"OS";"2";"porocen/a";5
"2808";2014;"Z";"30-34";"OS";"2";"vdovec/vdova";0
"2809";2014;"Z";"30-34";"SS";"12";"razvezan/a";0
"2810";2014;"Z";"30-34";"SS";"12";"samski/a";19
"2811";2014;"Z";"30-34";"SS";"12";"porocen/a";5
"2812";2014;"Z";"30-34";"SS";"12";"vdovec/vdova";0
"2813";2014;"Z";"30-34";"VS";"5";"razvezan/a";0
"2814";2014;"Z";"30-34";"VS";"5";"samski/a";19
"2815";2014;"Z";"30-34";"VS";"5";"porocen/a";5
"2816";2014;"Z";"30-34";"VS";"5";"vdovec/vdova";0
"2817";2014;"Z";"30-34";"neznano";"0";"razvezan/a";0
"2818";2014;"Z";"30-34";"neznano";"0";"samski/a";19
"2819";2014;"Z";"30-34";"neznano";"0";"porocen/a";5
"2820";2014;"Z";"30-34";"neznano";"0";"vdovec/vdova";0
"2821";2014;"Z";"35-39";"brez";"2";"porocen/a";14
"2822";2014;"Z";"35-39";"brez";"2";"samski/a";17
"2823";2014;"Z";"35-39";"brez";"2";"vdovec/vdova";0
"2824";2014;"Z";"35-39";"brez";"2";"razvezan/a";4
"2825";2014;"Z";"35-39";"OS";"3";"porocen/a";14
"2826";2014;"Z";"35-39";"OS";"3";"samski/a";17
"2827";2014;"Z";"35-39";"OS";"3";"vdovec/vdova";0
"2828";2014;"Z";"35-39";"OS";"3";"razvezan/a";4
"2829";2014;"Z";"35-39";"SS";"16";"porocen/a";14
"2830";2014;"Z";"35-39";"SS";"16";"samski/a";17
"2831";2014;"Z";"35-39";"SS";"16";"vdovec/vdova";0
"2832";2014;"Z";"35-39";"SS";"16";"razvezan/a";4
"2833";2014;"Z";"35-39";"VS";"14";"porocen/a";14
"2834";2014;"Z";"35-39";"VS";"14";"samski/a";17
"2835";2014;"Z";"35-39";"VS";"14";"vdovec/vdova";0
"2836";2014;"Z";"35-39";"VS";"14";"razvezan/a";4
"2837";2014;"Z";"35-39";"neznano";"0";"porocen/a";14
"2838";2014;"Z";"35-39";"neznano";"0";"samski/a";17
"2839";2014;"Z";"35-39";"neznano";"0";"vdovec/vdova";0
"2840";2014;"Z";"35-39";"neznano";"0";"razvezan/a";4
"2841";2014;"Z";"40-44";"brez";"4";"razvezan/a";5
"2842";2014;"Z";"40-44";"brez";"4";"vdovec/vdova";1
"2843";2014;"Z";"40-44";"brez";"4";"samski/a";21
"2844";2014;"Z";"40-44";"brez";"4";"porocen/a";20
"2845";2014;"Z";"40-44";"OS";"11";"razvezan/a";5
"2846";2014;"Z";"40-44";"OS";"11";"vdovec/vdova";1
"2847";2014;"Z";"40-44";"OS";"11";"samski/a";21
"2848";2014;"Z";"40-44";"OS";"11";"porocen/a";20
"2849";2014;"Z";"40-44";"SS";"22";"razvezan/a";5
"2850";2014;"Z";"40-44";"SS";"22";"vdovec/vdova";1
"2851";2014;"Z";"40-44";"SS";"22";"samski/a";21
"2852";2014;"Z";"40-44";"SS";"22";"porocen/a";20
"2853";2014;"Z";"40-44";"VS";"10";"razvezan/a";5
"2854";2014;"Z";"40-44";"VS";"10";"vdovec/vdova";1
"2855";2014;"Z";"40-44";"VS";"10";"samski/a";21
"2856";2014;"Z";"40-44";"VS";"10";"porocen/a";20
"2857";2014;"Z";"40-44";"neznano";"0";"razvezan/a";5
"2858";2014;"Z";"40-44";"neznano";"0";"vdovec/vdova";1
"2859";2014;"Z";"40-44";"neznano";"0";"samski/a";21
"2860";2014;"Z";"40-44";"neznano";"0";"porocen/a";20
"2861";2014;"Z";"45-49";"brez";"1";"samski/a";28
"2862";2014;"Z";"45-49";"brez";"1";"razvezan/a";23
"2863";2014;"Z";"45-49";"brez";"1";"porocen/a";52
"2864";2014;"Z";"45-49";"brez";"1";"vdovec/vdova";0
"2865";2014;"Z";"45-49";"OS";"27";"samski/a";28
"2866";2014;"Z";"45-49";"OS";"27";"razvezan/a";23
"2867";2014;"Z";"45-49";"OS";"27";"porocen/a";52
"2868";2014;"Z";"45-49";"OS";"27";"vdovec/vdova";0
"2869";2014;"Z";"45-49";"SS";"54";"samski/a";28
"2870";2014;"Z";"45-49";"SS";"54";"razvezan/a";23
"2871";2014;"Z";"45-49";"SS";"54";"porocen/a";52
"2872";2014;"Z";"45-49";"SS";"54";"vdovec/vdova";0
"2873";2014;"Z";"45-49";"VS";"21";"samski/a";28
"2874";2014;"Z";"45-49";"VS";"21";"razvezan/a";23
"2875";2014;"Z";"45-49";"VS";"21";"porocen/a";52
"2876";2014;"Z";"45-49";"VS";"21";"vdovec/vdova";0
"2877";2014;"Z";"45-49";"neznano";"0";"samski/a";28
"2878";2014;"Z";"45-49";"neznano";"0";"razvezan/a";23
"2879";2014;"Z";"45-49";"neznano";"0";"porocen/a";52
"2880";2014;"Z";"45-49";"neznano";"0";"vdovec/vdova";0
"2881";2014;"Z";"50-54";"brez";"10";"vdovec/vdova";11
"2882";2014;"Z";"50-54";"brez";"10";"porocen/a";82
"2883";2014;"Z";"50-54";"brez";"10";"samski/a";30
"2884";2014;"Z";"50-54";"brez";"10";"razvezan/a";33
"2885";2014;"Z";"50-54";"OS";"44";"vdovec/vdova";11
"2886";2014;"Z";"50-54";"OS";"44";"porocen/a";82
"2887";2014;"Z";"50-54";"OS";"44";"samski/a";30
"2888";2014;"Z";"50-54";"OS";"44";"razvezan/a";33
"2889";2014;"Z";"50-54";"SS";"73";"vdovec/vdova";11
"2890";2014;"Z";"50-54";"SS";"73";"porocen/a";82
"2891";2014;"Z";"50-54";"SS";"73";"samski/a";30
"2892";2014;"Z";"50-54";"SS";"73";"razvezan/a";33
"2893";2014;"Z";"50-54";"VS";"29";"vdovec/vdova";11
"2894";2014;"Z";"50-54";"VS";"29";"porocen/a";82
"2895";2014;"Z";"50-54";"VS";"29";"samski/a";30
"2896";2014;"Z";"50-54";"VS";"29";"razvezan/a";33
"2897";2014;"Z";"50-54";"neznano";"0";"vdovec/vdova";11
"2898";2014;"Z";"50-54";"neznano";"0";"porocen/a";82
"2899";2014;"Z";"50-54";"neznano";"0";"samski/a";30
"2900";2014;"Z";"50-54";"neznano";"0";"razvezan/a";33
"2901";2014;"Z";"55-59";"brez";"16";"porocen/a";144
"2902";2014;"Z";"55-59";"brez";"16";"vdovec/vdova";28
"2903";2014;"Z";"55-59";"brez";"16";"razvezan/a";42
"2904";2014;"Z";"55-59";"brez";"16";"samski/a";50
"2905";2014;"Z";"55-59";"OS";"98";"porocen/a";144
"2906";2014;"Z";"55-59";"OS";"98";"vdovec/vdova";28
"2907";2014;"Z";"55-59";"OS";"98";"razvezan/a";42
"2908";2014;"Z";"55-59";"OS";"98";"samski/a";50
"2909";2014;"Z";"55-59";"SS";"113";"porocen/a";144
"2910";2014;"Z";"55-59";"SS";"113";"vdovec/vdova";28
"2911";2014;"Z";"55-59";"SS";"113";"razvezan/a";42
"2912";2014;"Z";"55-59";"SS";"113";"samski/a";50
"2913";2014;"Z";"55-59";"VS";"37";"porocen/a";144
"2914";2014;"Z";"55-59";"VS";"37";"vdovec/vdova";28
"2915";2014;"Z";"55-59";"VS";"37";"razvezan/a";42
"2916";2014;"Z";"55-59";"VS";"37";"samski/a";50
"2917";2014;"Z";"55-59";"neznano";"0";"porocen/a";144
"2918";2014;"Z";"55-59";"neznano";"0";"vdovec/vdova";28
"2919";2014;"Z";"55-59";"neznano";"0";"razvezan/a";42
"2920";2014;"Z";"55-59";"neznano";"0";"samski/a";50
"2921";2014;"Z";"60-64";"brez";"31";"razvezan/a";70
"2922";2014;"Z";"60-64";"brez";"31";"porocen/a";214
"2923";2014;"Z";"60-64";"brez";"31";"vdovec/vdova";66
"2924";2014;"Z";"60-64";"brez";"31";"samski/a";57
"2925";2014;"Z";"60-64";"OS";"151";"razvezan/a";70
"2926";2014;"Z";"60-64";"OS";"151";"porocen/a";214
"2927";2014;"Z";"60-64";"OS";"151";"vdovec/vdova";66
"2928";2014;"Z";"60-64";"OS";"151";"samski/a";57
"2929";2014;"Z";"60-64";"SS";"186";"razvezan/a";70
"2930";2014;"Z";"60-64";"SS";"186";"porocen/a";214
"2931";2014;"Z";"60-64";"SS";"186";"vdovec/vdova";66
"2932";2014;"Z";"60-64";"SS";"186";"samski/a";57
"2933";2014;"Z";"60-64";"VS";"39";"razvezan/a";70
"2934";2014;"Z";"60-64";"VS";"39";"porocen/a";214
"2935";2014;"Z";"60-64";"VS";"39";"vdovec/vdova";66
"2936";2014;"Z";"60-64";"VS";"39";"samski/a";57
"2937";2014;"Z";"60-64";"neznano";"0";"razvezan/a";70
"2938";2014;"Z";"60-64";"neznano";"0";"porocen/a";214
"2939";2014;"Z";"60-64";"neznano";"0";"vdovec/vdova";66
"2940";2014;"Z";"60-64";"neznano";"0";"samski/a";57
"2941";2014;"Z";"65-69";"brez";"44";"vdovec/vdova";125
"2942";2014;"Z";"65-69";"brez";"44";"samski/a";51
"2943";2014;"Z";"65-69";"brez";"44";"porocen/a";187
"2944";2014;"Z";"65-69";"brez";"44";"razvezan/a";61
"2945";2014;"Z";"65-69";"OS";"184";"vdovec/vdova";125
"2946";2014;"Z";"65-69";"OS";"184";"samski/a";51
"2947";2014;"Z";"65-69";"OS";"184";"porocen/a";187
"2948";2014;"Z";"65-69";"OS";"184";"razvezan/a";61
"2949";2014;"Z";"65-69";"SS";"161";"vdovec/vdova";125
"2950";2014;"Z";"65-69";"SS";"161";"samski/a";51
"2951";2014;"Z";"65-69";"SS";"161";"porocen/a";187
"2952";2014;"Z";"65-69";"SS";"161";"razvezan/a";61
"2953";2014;"Z";"65-69";"VS";"35";"vdovec/vdova";125
"2954";2014;"Z";"65-69";"VS";"35";"samski/a";51
"2955";2014;"Z";"65-69";"VS";"35";"porocen/a";187
"2956";2014;"Z";"65-69";"VS";"35";"razvezan/a";61
"2957";2014;"Z";"65-69";"neznano";"0";"vdovec/vdova";125
"2958";2014;"Z";"65-69";"neznano";"0";"samski/a";51
"2959";2014;"Z";"65-69";"neznano";"0";"porocen/a";187
"2960";2014;"Z";"65-69";"neznano";"0";"razvezan/a";61
"2961";2014;"Z";"70-74";"brez";"103";"porocen/a";276
"2962";2014;"Z";"70-74";"brez";"103";"samski/a";57
"2963";2014;"Z";"70-74";"brez";"103";"vdovec/vdova";305
"2964";2014;"Z";"70-74";"brez";"103";"razvezan/a";79
"2965";2014;"Z";"70-74";"OS";"313";"porocen/a";276
"2966";2014;"Z";"70-74";"OS";"313";"samski/a";57
"2967";2014;"Z";"70-74";"OS";"313";"vdovec/vdova";305
"2968";2014;"Z";"70-74";"OS";"313";"razvezan/a";79
"2969";2014;"Z";"70-74";"SS";"249";"porocen/a";276
"2970";2014;"Z";"70-74";"SS";"249";"samski/a";57
"2971";2014;"Z";"70-74";"SS";"249";"vdovec/vdova";305
"2972";2014;"Z";"70-74";"SS";"249";"razvezan/a";79
"2973";2014;"Z";"70-74";"VS";"52";"porocen/a";276
"2974";2014;"Z";"70-74";"VS";"52";"samski/a";57
"2975";2014;"Z";"70-74";"VS";"52";"vdovec/vdova";305
"2976";2014;"Z";"70-74";"VS";"52";"razvezan/a";79
"2977";2014;"Z";"70-74";"neznano";"0";"porocen/a";276
"2978";2014;"Z";"70-74";"neznano";"0";"samski/a";57
"2979";2014;"Z";"70-74";"neznano";"0";"vdovec/vdova";305
"2980";2014;"Z";"70-74";"neznano";"0";"razvezan/a";79
"2981";2014;"Z";"75-79";"brez";"243";"razvezan/a";87
"2982";2014;"Z";"75-79";"brez";"243";"porocen/a";320
"2983";2014;"Z";"75-79";"brez";"243";"vdovec/vdova";610
"2984";2014;"Z";"75-79";"brez";"243";"samski/a";95
"2985";2014;"Z";"75-79";"OS";"541";"razvezan/a";87
"2986";2014;"Z";"75-79";"OS";"541";"porocen/a";320
"2987";2014;"Z";"75-79";"OS";"541";"vdovec/vdova";610
"2988";2014;"Z";"75-79";"OS";"541";"samski/a";95
"2989";2014;"Z";"75-79";"SS";"274";"razvezan/a";87
"2990";2014;"Z";"75-79";"SS";"274";"porocen/a";320
"2991";2014;"Z";"75-79";"SS";"274";"vdovec/vdova";610
"2992";2014;"Z";"75-79";"SS";"274";"samski/a";95
"2993";2014;"Z";"75-79";"VS";"54";"razvezan/a";87
"2994";2014;"Z";"75-79";"VS";"54";"porocen/a";320
"2995";2014;"Z";"75-79";"VS";"54";"vdovec/vdova";610
"2996";2014;"Z";"75-79";"VS";"54";"samski/a";95
"2997";2014;"Z";"75-79";"neznano";"0";"razvezan/a";87
"2998";2014;"Z";"75-79";"neznano";"0";"porocen/a";320
"2999";2014;"Z";"75-79";"neznano";"0";"vdovec/vdova";610
"3000";2014;"Z";"75-79";"neznano";"0";"samski/a";95
"3001";2014;"Z";"80-84";"brez";"509";"samski/a";191
"3002";2014;"Z";"80-84";"brez";"509";"razvezan/a";133
"3003";2014;"Z";"80-84";"brez";"509";"porocen/a";334
"3004";2014;"Z";"80-84";"brez";"509";"vdovec/vdova";1275
"3005";2014;"Z";"80-84";"OS";"836";"samski/a";191
"3006";2014;"Z";"80-84";"OS";"836";"razvezan/a";133
"3007";2014;"Z";"80-84";"OS";"836";"porocen/a";334
"3008";2014;"Z";"80-84";"OS";"836";"vdovec/vdova";1275
"3009";2014;"Z";"80-84";"SS";"524";"samski/a";191
"3010";2014;"Z";"80-84";"SS";"524";"razvezan/a";133
"3011";2014;"Z";"80-84";"SS";"524";"porocen/a";334
"3012";2014;"Z";"80-84";"SS";"524";"vdovec/vdova";1275
"3013";2014;"Z";"80-84";"VS";"64";"samski/a";191
"3014";2014;"Z";"80-84";"VS";"64";"razvezan/a";133
"3015";2014;"Z";"80-84";"VS";"64";"porocen/a";334
"3016";2014;"Z";"80-84";"VS";"64";"vdovec/vdova";1275
"3017";2014;"Z";"80-84";"neznano";"0";"samski/a";191
"3018";2014;"Z";"80-84";"neznano";"0";"razvezan/a";133
"3019";2014;"Z";"80-84";"neznano";"0";"porocen/a";334
"3020";2014;"Z";"80-84";"neznano";"0";"vdovec/vdova";1275
"3021";2014;"Z";"85+";"brez";"835";"samski/a";455
"3022";2014;"Z";"85+";"brez";"835";"razvezan/a";262
"3023";2014;"Z";"85+";"brez";"835";"vdovec/vdova";3401
"3024";2014;"Z";"85+";"brez";"835";"porocen/a";277
"3025";2014;"Z";"85+";"OS";"2242";"samski/a";455
"3026";2014;"Z";"85+";"OS";"2242";"razvezan/a";262
"3027";2014;"Z";"85+";"OS";"2242";"vdovec/vdova";3401
"3028";2014;"Z";"85+";"OS";"2242";"porocen/a";277
"3029";2014;"Z";"85+";"SS";"1169";"samski/a";455
"3030";2014;"Z";"85+";"SS";"1169";"razvezan/a";262
"3031";2014;"Z";"85+";"SS";"1169";"vdovec/vdova";3401
"3032";2014;"Z";"85+";"SS";"1169";"porocen/a";277
"3033";2014;"Z";"85+";"VS";"149";"samski/a";455
"3034";2014;"Z";"85+";"VS";"149";"razvezan/a";262
"3035";2014;"Z";"85+";"VS";"149";"vdovec/vdova";3401
"3036";2014;"Z";"85+";"VS";"149";"porocen/a";277
"3037";2014;"Z";"85+";"neznano";"0";"samski/a";455
"3038";2014;"Z";"85+";"neznano";"0";"razvezan/a";262
"3039";2014;"Z";"85+";"neznano";"0";"vdovec/vdova";3401
"3040";2014;"Z";"85+";"neznano";"0";"porocen/a";277
"3041";2015;"M";"0-15";"ni.podatka";"ni.podatka";"samski/a";38
"3042";2015;"M";"0-15";"ni.podatka";"ni.podatka";"porocen/a";0
"3043";2015;"M";"0-15";"ni.podatka";"ni.podatka";"vdovec/vdova";0
"3044";2015;"M";"0-15";"ni.podatka";"ni.podatka";"razvezan/a";0
"3045";2015;"M";"15-19";"brez";"1";"samski/a";22
"3046";2015;"M";"15-19";"brez";"1";"porocen/a";0
"3047";2015;"M";"15-19";"brez";"1";"razvezan/a";0
"3048";2015;"M";"15-19";"brez";"1";"vdovec/vdova";0
"3049";2015;"M";"15-19";"OS";"19";"samski/a";22
"3050";2015;"M";"15-19";"OS";"19";"porocen/a";0
"3051";2015;"M";"15-19";"OS";"19";"razvezan/a";0
"3052";2015;"M";"15-19";"OS";"19";"vdovec/vdova";0
"3053";2015;"M";"15-19";"SS";"2";"samski/a";22
"3054";2015;"M";"15-19";"SS";"2";"porocen/a";0
"3055";2015;"M";"15-19";"SS";"2";"razvezan/a";0
"3056";2015;"M";"15-19";"SS";"2";"vdovec/vdova";0
"3057";2015;"M";"15-19";"VS";"0";"samski/a";22
"3058";2015;"M";"15-19";"VS";"0";"porocen/a";0
"3059";2015;"M";"15-19";"VS";"0";"razvezan/a";0
"3060";2015;"M";"15-19";"VS";"0";"vdovec/vdova";0
"3061";2015;"M";"15-19";"neznano";"0";"samski/a";22
"3062";2015;"M";"15-19";"neznano";"0";"porocen/a";0
"3063";2015;"M";"15-19";"neznano";"0";"razvezan/a";0
"3064";2015;"M";"15-19";"neznano";"0";"vdovec/vdova";0
"3065";2015;"M";"20-24";"brez";"2";"razvezan/a";0
"3066";2015;"M";"20-24";"brez";"2";"samski/a";33
"3067";2015;"M";"20-24";"brez";"2";"vdovec/vdova";0
"3068";2015;"M";"20-24";"brez";"2";"porocen/a";0
"3069";2015;"M";"20-24";"OS";"10";"razvezan/a";0
"3070";2015;"M";"20-24";"OS";"10";"samski/a";33
"3071";2015;"M";"20-24";"OS";"10";"vdovec/vdova";0
"3072";2015;"M";"20-24";"OS";"10";"porocen/a";0
"3073";2015;"M";"20-24";"SS";"21";"razvezan/a";0
"3074";2015;"M";"20-24";"SS";"21";"samski/a";33
"3075";2015;"M";"20-24";"SS";"21";"vdovec/vdova";0
"3076";2015;"M";"20-24";"SS";"21";"porocen/a";0
"3077";2015;"M";"20-24";"VS";"0";"razvezan/a";0
"3078";2015;"M";"20-24";"VS";"0";"samski/a";33
"3079";2015;"M";"20-24";"VS";"0";"vdovec/vdova";0
"3080";2015;"M";"20-24";"VS";"0";"porocen/a";0
"3081";2015;"M";"20-24";"neznano";"0";"razvezan/a";0
"3082";2015;"M";"20-24";"neznano";"0";"samski/a";33
"3083";2015;"M";"20-24";"neznano";"0";"vdovec/vdova";0
"3084";2015;"M";"20-24";"neznano";"0";"porocen/a";0
"3085";2015;"M";"25-29";"brez";"1";"samski/a";40
"3086";2015;"M";"25-29";"brez";"1";"vdovec/vdova";0
"3087";2015;"M";"25-29";"brez";"1";"razvezan/a";1
"3088";2015;"M";"25-29";"brez";"1";"porocen/a";3
"3089";2015;"M";"25-29";"OS";"6";"samski/a";40
"3090";2015;"M";"25-29";"OS";"6";"vdovec/vdova";0
"3091";2015;"M";"25-29";"OS";"6";"razvezan/a";1
"3092";2015;"M";"25-29";"OS";"6";"porocen/a";3
"3093";2015;"M";"25-29";"SS";"29";"samski/a";40
"3094";2015;"M";"25-29";"SS";"29";"vdovec/vdova";0
"3095";2015;"M";"25-29";"SS";"29";"razvezan/a";1
"3096";2015;"M";"25-29";"SS";"29";"porocen/a";3
"3097";2015;"M";"25-29";"VS";"8";"samski/a";40
"3098";2015;"M";"25-29";"VS";"8";"vdovec/vdova";0
"3099";2015;"M";"25-29";"VS";"8";"razvezan/a";1
"3100";2015;"M";"25-29";"VS";"8";"porocen/a";3
"3101";2015;"M";"25-29";"neznano";"0";"samski/a";40
"3102";2015;"M";"25-29";"neznano";"0";"vdovec/vdova";0
"3103";2015;"M";"25-29";"neznano";"0";"razvezan/a";1
"3104";2015;"M";"25-29";"neznano";"0";"porocen/a";3
"3105";2015;"M";"30-34";"brez";"0";"razvezan/a";0
"3106";2015;"M";"30-34";"brez";"0";"vdovec/vdova";1
"3107";2015;"M";"30-34";"brez";"0";"samski/a";55
"3108";2015;"M";"30-34";"brez";"0";"porocen/a";5
"3109";2015;"M";"30-34";"OS";"20";"razvezan/a";0
"3110";2015;"M";"30-34";"OS";"20";"vdovec/vdova";1
"3111";2015;"M";"30-34";"OS";"20";"samski/a";55
"3112";2015;"M";"30-34";"OS";"20";"porocen/a";5
"3113";2015;"M";"30-34";"SS";"33";"razvezan/a";0
"3114";2015;"M";"30-34";"SS";"33";"vdovec/vdova";1
"3115";2015;"M";"30-34";"SS";"33";"samski/a";55
"3116";2015;"M";"30-34";"SS";"33";"porocen/a";5
"3117";2015;"M";"30-34";"VS";"8";"razvezan/a";0
"3118";2015;"M";"30-34";"VS";"8";"vdovec/vdova";1
"3119";2015;"M";"30-34";"VS";"8";"samski/a";55
"3120";2015;"M";"30-34";"VS";"8";"porocen/a";5
"3121";2015;"M";"30-34";"neznano";"0";"razvezan/a";0
"3122";2015;"M";"30-34";"neznano";"0";"vdovec/vdova";1
"3123";2015;"M";"30-34";"neznano";"0";"samski/a";55
"3124";2015;"M";"30-34";"neznano";"0";"porocen/a";5
"3125";2015;"M";"35-39";"brez";"5";"samski/a";67
"3126";2015;"M";"35-39";"brez";"5";"razvezan/a";2
"3127";2015;"M";"35-39";"brez";"5";"vdovec/vdova";0
"3128";2015;"M";"35-39";"brez";"5";"porocen/a";19
"3129";2015;"M";"35-39";"OS";"15";"samski/a";67
"3130";2015;"M";"35-39";"OS";"15";"razvezan/a";2
"3131";2015;"M";"35-39";"OS";"15";"vdovec/vdova";0
"3132";2015;"M";"35-39";"OS";"15";"porocen/a";19
"3133";2015;"M";"35-39";"SS";"58";"samski/a";67
"3134";2015;"M";"35-39";"SS";"58";"razvezan/a";2
"3135";2015;"M";"35-39";"SS";"58";"vdovec/vdova";0
"3136";2015;"M";"35-39";"SS";"58";"porocen/a";19
"3137";2015;"M";"35-39";"VS";"10";"samski/a";67
"3138";2015;"M";"35-39";"VS";"10";"razvezan/a";2
"3139";2015;"M";"35-39";"VS";"10";"vdovec/vdova";0
"3140";2015;"M";"35-39";"VS";"10";"porocen/a";19
"3141";2015;"M";"35-39";"neznano";"0";"samski/a";67
"3142";2015;"M";"35-39";"neznano";"0";"razvezan/a";2
"3143";2015;"M";"35-39";"neznano";"0";"vdovec/vdova";0
"3144";2015;"M";"35-39";"neznano";"0";"porocen/a";19
"3145";2015;"M";"40-44";"brez";"2";"razvezan/a";5
"3146";2015;"M";"40-44";"brez";"2";"vdovec/vdova";0
"3147";2015;"M";"40-44";"brez";"2";"samski/a";85
"3148";2015;"M";"40-44";"brez";"2";"porocen/a";41
"3149";2015;"M";"40-44";"OS";"25";"razvezan/a";5
"3150";2015;"M";"40-44";"OS";"25";"vdovec/vdova";0
"3151";2015;"M";"40-44";"OS";"25";"samski/a";85
"3152";2015;"M";"40-44";"OS";"25";"porocen/a";41
"3153";2015;"M";"40-44";"SS";"84";"razvezan/a";5
"3154";2015;"M";"40-44";"SS";"84";"vdovec/vdova";0
"3155";2015;"M";"40-44";"SS";"84";"samski/a";85
"3156";2015;"M";"40-44";"SS";"84";"porocen/a";41
"3157";2015;"M";"40-44";"VS";"20";"razvezan/a";5
"3158";2015;"M";"40-44";"VS";"20";"vdovec/vdova";0
"3159";2015;"M";"40-44";"VS";"20";"samski/a";85
"3160";2015;"M";"40-44";"VS";"20";"porocen/a";41
"3161";2015;"M";"40-44";"neznano";"0";"razvezan/a";5
"3162";2015;"M";"40-44";"neznano";"0";"vdovec/vdova";0
"3163";2015;"M";"40-44";"neznano";"0";"samski/a";85
"3164";2015;"M";"40-44";"neznano";"0";"porocen/a";41
"3165";2015;"M";"45-49";"brez";"15";"samski/a";114
"3166";2015;"M";"45-49";"brez";"15";"razvezan/a";19
"3167";2015;"M";"45-49";"brez";"15";"porocen/a";74
"3168";2015;"M";"45-49";"brez";"15";"vdovec/vdova";1
