"";"obcina";"leto";"spol";"stevilo.umrlih"
"2679";"Pivka";"2014";"M";24
"2680";"Pivka";"2014";"Z";27
"2681";"Pivka";"2015";"M";25
"2682";"Pivka";"2015";"Z";19
"2683";"Pivka";"2016";"M";18
"2684";"Pivka";"2016";"Z";18
"2685";"Pivka";"2017";"M";26
"2686";"Pivka";"2017";"Z";32
"2687";"Pivka";"2018";"M";30
"2688";"Pivka";"2018";"Z";16
"2689";"Pivka";"2019";"M";25
"2690";"Pivka";"2019";"Z";25
"2691";"Pivka";"2020";"M";35
"2692";"Pivka";"2020";"Z";28
"2693";"Podčetrtek";"2010";"M";23
"2694";"Podčetrtek";"2010";"Z";20
"2695";"Podčetrtek";"2011";"M";16
"2696";"Podčetrtek";"2011";"Z";11
"2697";"Podčetrtek";"2012";"M";17
"2698";"Podčetrtek";"2012";"Z";13
"2699";"Podčetrtek";"2013";"M";16
"2700";"Podčetrtek";"2013";"Z";21
"2701";"Podčetrtek";"2014";"M";18
"2702";"Podčetrtek";"2014";"Z";17
"2703";"Podčetrtek";"2015";"M";14
"2704";"Podčetrtek";"2015";"Z";15
"2705";"Podčetrtek";"2016";"M";20
"2706";"Podčetrtek";"2016";"Z";12
"2707";"Podčetrtek";"2017";"M";18
"2708";"Podčetrtek";"2017";"Z";21
"2709";"Podčetrtek";"2018";"M";14
"2710";"Podčetrtek";"2018";"Z";14
"2711";"Podčetrtek";"2019";"M";17
"2712";"Podčetrtek";"2019";"Z";15
"2713";"Podčetrtek";"2020";"M";16
"2714";"Podčetrtek";"2020";"Z";23
"2715";"Podlehnik";"2010";"M";8
"2716";"Podlehnik";"2010";"Z";8
"2717";"Podlehnik";"2011";"M";17
"2718";"Podlehnik";"2011";"Z";13
"2719";"Podlehnik";"2012";"M";5
"2720";"Podlehnik";"2012";"Z";7
"2721";"Podlehnik";"2013";"M";12
"2722";"Podlehnik";"2013";"Z";9
"2723";"Podlehnik";"2014";"M";12
"2724";"Podlehnik";"2014";"Z";6
"2725";"Podlehnik";"2015";"M";11
"2726";"Podlehnik";"2015";"Z";5
"2727";"Podlehnik";"2016";"M";9
"2728";"Podlehnik";"2016";"Z";9
"2729";"Podlehnik";"2017";"M";11
"2730";"Podlehnik";"2017";"Z";7
"2731";"Podlehnik";"2018";"M";7
"2732";"Podlehnik";"2018";"Z";7
"2733";"Podlehnik";"2019";"M";10
"2734";"Podlehnik";"2019";"Z";5
"2735";"Podlehnik";"2020";"M";10
"2736";"Podlehnik";"2020";"Z";7
"2737";"Podvelka";"2010";"M";10
"2738";"Podvelka";"2010";"Z";12
"2739";"Podvelka";"2011";"M";17
"2740";"Podvelka";"2011";"Z";17
"2741";"Podvelka";"2012";"M";18
"2742";"Podvelka";"2012";"Z";11
"2743";"Podvelka";"2013";"M";13
"2744";"Podvelka";"2013";"Z";19
"2745";"Podvelka";"2014";"M";13
"2746";"Podvelka";"2014";"Z";13
"2747";"Podvelka";"2015";"M";11
"2748";"Podvelka";"2015";"Z";13
"2749";"Podvelka";"2016";"M";23
"2750";"Podvelka";"2016";"Z";8
"2751";"Podvelka";"2017";"M";3
"2752";"Podvelka";"2017";"Z";11
"2753";"Podvelka";"2018";"M";16
"2754";"Podvelka";"2018";"Z";5
"2755";"Podvelka";"2019";"M";22
"2756";"Podvelka";"2019";"Z";9
"2757";"Podvelka";"2020";"M";11
"2758";"Podvelka";"2020";"Z";9
"2759";"Poljčane";"2010";"M";45
"2760";"Poljčane";"2010";"Z";41
"2761";"Poljčane";"2011";"M";39
"2762";"Poljčane";"2011";"Z";62
"2763";"Poljčane";"2012";"M";37
"2764";"Poljčane";"2012";"Z";53
"2765";"Poljčane";"2013";"M";36
"2766";"Poljčane";"2013";"Z";70
"2767";"Poljčane";"2014";"M";28
"2768";"Poljčane";"2014";"Z";35
"2769";"Poljčane";"2015";"M";34
"2770";"Poljčane";"2015";"Z";38
"2771";"Poljčane";"2016";"M";30
"2772";"Poljčane";"2016";"Z";60
"2773";"Poljčane";"2017";"M";31
"2774";"Poljčane";"2017";"Z";56
"2775";"Poljčane";"2018";"M";28
"2776";"Poljčane";"2018";"Z";43
"2777";"Poljčane";"2019";"M";41
"2778";"Poljčane";"2019";"Z";53
"2779";"Poljčane";"2020";"M";36
"2780";"Poljčane";"2020";"Z";55
"2781";"Polzela";"2010";"M";35
"2782";"Polzela";"2010";"Z";61
"2783";"Polzela";"2011";"M";29
"2784";"Polzela";"2011";"Z";54
"2785";"Polzela";"2012";"M";44
"2786";"Polzela";"2012";"Z";42
"2787";"Polzela";"2013";"M";39
"2788";"Polzela";"2013";"Z";51
"2789";"Polzela";"2014";"M";25
"2790";"Polzela";"2014";"Z";55
"2791";"Polzela";"2015";"M";31
"2792";"Polzela";"2015";"Z";61
"2793";"Polzela";"2016";"M";49
"2794";"Polzela";"2016";"Z";56
"2795";"Polzela";"2017";"M";44
"2796";"Polzela";"2017";"Z";64
"2797";"Polzela";"2018";"M";43
"2798";"Polzela";"2018";"Z";53
"2799";"Polzela";"2019";"M";40
"2800";"Polzela";"2019";"Z";46
"2801";"Polzela";"2020";"M";59
"2802";"Polzela";"2020";"Z";65
"2803";"Postojna";"2010";"M";82
"2804";"Postojna";"2010";"Z";93
"2805";"Postojna";"2011";"M";66
"2806";"Postojna";"2011";"Z";75
"2807";"Postojna";"2012";"M";65
"2808";"Postojna";"2012";"Z";92
"2809";"Postojna";"2013";"M";73
"2810";"Postojna";"2013";"Z";67
"2811";"Postojna";"2014";"M";57
"2812";"Postojna";"2014";"Z";81
"2813";"Postojna";"2015";"M";77
"2814";"Postojna";"2015";"Z";91
"2815";"Postojna";"2016";"M";66
"2816";"Postojna";"2016";"Z";87
"2817";"Postojna";"2017";"M";71
"2818";"Postojna";"2017";"Z";85
"2819";"Postojna";"2018";"M";76
"2820";"Postojna";"2018";"Z";92
"2821";"Postojna";"2019";"M";83
"2822";"Postojna";"2019";"Z";91
"2823";"Postojna";"2020";"M";84
"2824";"Postojna";"2020";"Z";124
"2825";"Prebold";"2010";"M";20
"2826";"Prebold";"2010";"Z";16
"2827";"Prebold";"2011";"M";31
"2828";"Prebold";"2011";"Z";27
"2829";"Prebold";"2012";"M";42
"2830";"Prebold";"2012";"Z";36
"2831";"Prebold";"2013";"M";34
"2832";"Prebold";"2013";"Z";30
"2833";"Prebold";"2014";"M";32
"2834";"Prebold";"2014";"Z";27
"2835";"Prebold";"2015";"M";36
"2836";"Prebold";"2015";"Z";26
"2837";"Prebold";"2016";"M";45
"2838";"Prebold";"2016";"Z";38
"2839";"Prebold";"2017";"M";32
"2840";"Prebold";"2017";"Z";39
"2841";"Prebold";"2018";"M";33
"2842";"Prebold";"2018";"Z";32
"2843";"Prebold";"2019";"M";32
"2844";"Prebold";"2019";"Z";39
"2845";"Prebold";"2020";"M";36
"2846";"Prebold";"2020";"Z";43
"2847";"Preddvor";"2010";"M";26
"2848";"Preddvor";"2010";"Z";27
"2849";"Preddvor";"2011";"M";21
"2850";"Preddvor";"2011";"Z";37
"2851";"Preddvor";"2012";"M";26
"2852";"Preddvor";"2012";"Z";33
"2853";"Preddvor";"2013";"M";14
"2854";"Preddvor";"2013";"Z";29
"2855";"Preddvor";"2014";"M";23
"2856";"Preddvor";"2014";"Z";37
"2857";"Preddvor";"2015";"M";27
"2858";"Preddvor";"2015";"Z";42
"2859";"Preddvor";"2016";"M";24
"2860";"Preddvor";"2016";"Z";45
"2861";"Preddvor";"2017";"M";33
"2862";"Preddvor";"2017";"Z";35
"2863";"Preddvor";"2018";"M";27
"2864";"Preddvor";"2018";"Z";47
"2865";"Preddvor";"2019";"M";26
"2866";"Preddvor";"2019";"Z";41
"2867";"Preddvor";"2020";"M";35
"2868";"Preddvor";"2020";"Z";64
"2869";"Prevalje";"2010";"M";48
"2870";"Prevalje";"2010";"Z";44
"2871";"Prevalje";"2011";"M";52
"2872";"Prevalje";"2011";"Z";68
"2873";"Prevalje";"2012";"M";35
"2874";"Prevalje";"2012";"Z";52
"2875";"Prevalje";"2013";"M";38
"2876";"Prevalje";"2013";"Z";45
"2877";"Prevalje";"2014";"M";38
"2878";"Prevalje";"2014";"Z";54
"2879";"Prevalje";"2015";"M";33
"2880";"Prevalje";"2015";"Z";64
"2881";"Prevalje";"2016";"M";32
"2882";"Prevalje";"2016";"Z";54
"2883";"Prevalje";"2017";"M";49
"2884";"Prevalje";"2017";"Z";70
"2885";"Prevalje";"2018";"M";45
"2886";"Prevalje";"2018";"Z";74
"2887";"Prevalje";"2019";"M";52
"2888";"Prevalje";"2019";"Z";62
"2889";"Prevalje";"2020";"M";52
"2890";"Prevalje";"2020";"Z";74
"2891";"Ptuj";"2010";"M";110
"2892";"Ptuj";"2010";"Z";115
"2893";"Ptuj";"2011";"M";131
"2894";"Ptuj";"2011";"Z";139
"2895";"Ptuj";"2012";"M";139
"2896";"Ptuj";"2012";"Z";134
"2897";"Ptuj";"2013";"M";118
"2898";"Ptuj";"2013";"Z";139
"2899";"Ptuj";"2014";"M";116
"2900";"Ptuj";"2014";"Z";114
"2901";"Ptuj";"2015";"M";119
"2902";"Ptuj";"2015";"Z";127
"2903";"Ptuj";"2016";"M";113
"2904";"Ptuj";"2016";"Z";135
"2905";"Ptuj";"2017";"M";125
"2906";"Ptuj";"2017";"Z";128
"2907";"Ptuj";"2018";"M";115
"2908";"Ptuj";"2018";"Z";146
"2909";"Ptuj";"2019";"M";130
"2910";"Ptuj";"2019";"Z";131
"2911";"Ptuj";"2020";"M";140
"2912";"Ptuj";"2020";"Z";190
"2913";"Puconci";"2010";"M";22
"2914";"Puconci";"2010";"Z";38
"2915";"Puconci";"2011";"M";47
"2916";"Puconci";"2011";"Z";40
"2917";"Puconci";"2012";"M";42
"2918";"Puconci";"2012";"Z";38
"2919";"Puconci";"2013";"M";31
"2920";"Puconci";"2013";"Z";41
"2921";"Puconci";"2014";"M";30
"2922";"Puconci";"2014";"Z";43
"2923";"Puconci";"2015";"M";45
"2924";"Puconci";"2015";"Z";35
"2925";"Puconci";"2016";"M";32
"2926";"Puconci";"2016";"Z";42
"2927";"Puconci";"2017";"M";32
"2928";"Puconci";"2017";"Z";30
"2929";"Puconci";"2018";"M";27
"2930";"Puconci";"2018";"Z";29
"2931";"Puconci";"2019";"M";26
"2932";"Puconci";"2019";"Z";48
"2933";"Puconci";"2020";"M";32
"2934";"Puconci";"2020";"Z";47
"2935";"Rače - Fram";"2010";"M";22
"2936";"Rače - Fram";"2010";"Z";24
"2937";"Rače - Fram";"2011";"M";31
"2938";"Rače - Fram";"2011";"Z";19
"2939";"Rače - Fram";"2012";"M";29
"2940";"Rače - Fram";"2012";"Z";20
"2941";"Rače - Fram";"2013";"M";29
"2942";"Rače - Fram";"2013";"Z";25
"2943";"Rače - Fram";"2014";"M";26
"2944";"Rače - Fram";"2014";"Z";21
"2945";"Rače - Fram";"2015";"M";34
"2946";"Rače - Fram";"2015";"Z";20
"2947";"Rače - Fram";"2016";"M";33
"2948";"Rače - Fram";"2016";"Z";30
"2949";"Rače - Fram";"2017";"M";41
"2950";"Rače - Fram";"2017";"Z";27
"2951";"Rače - Fram";"2018";"M";34
"2952";"Rače - Fram";"2018";"Z";27
"2953";"Rače - Fram";"2019";"M";28
"2954";"Rače - Fram";"2019";"Z";33
"2955";"Rače - Fram";"2020";"M";29
"2956";"Rače - Fram";"2020";"Z";33
"2957";"Radeče";"2010";"M";15
"2958";"Radeče";"2010";"Z";11
"2959";"Radeče";"2011";"M";24
"2960";"Radeče";"2011";"Z";17
"2961";"Radeče";"2012";"M";22
"2962";"Radeče";"2012";"Z";15
"2963";"Radeče";"2013";"M";30
"2964";"Radeče";"2013";"Z";17
"2965";"Radeče";"2014";"M";19
"2966";"Radeče";"2014";"Z";6
"2967";"Radeče";"2015";"M";16
"2968";"Radeče";"2015";"Z";14
"2969";"Radeče";"2016";"M";25
"2970";"Radeče";"2016";"Z";16
"2971";"Radeče";"2017";"M";10
"2972";"Radeče";"2017";"Z";14
"2973";"Radeče";"2018";"M";29
"2974";"Radeče";"2018";"Z";27
"2975";"Radeče";"2019";"M";25
"2976";"Radeče";"2019";"Z";12
"2977";"Radeče";"2020";"M";13
"2978";"Radeče";"2020";"Z";19
"2979";"Radenci";"2010";"M";28
"2980";"Radenci";"2010";"Z";35
"2981";"Radenci";"2011";"M";40
"2982";"Radenci";"2011";"Z";38
"2983";"Radenci";"2012";"M";22
"2984";"Radenci";"2012";"Z";37
"2985";"Radenci";"2013";"M";29
"2986";"Radenci";"2013";"Z";43
"2987";"Radenci";"2014";"M";31
"2988";"Radenci";"2014";"Z";38
"2989";"Radenci";"2015";"M";31
"2990";"Radenci";"2015";"Z";47
"2991";"Radenci";"2016";"M";31
"2992";"Radenci";"2016";"Z";31
"2993";"Radenci";"2017";"M";36
"2994";"Radenci";"2017";"Z";46
"2995";"Radenci";"2018";"M";46
"2996";"Radenci";"2018";"Z";53
"2997";"Radenci";"2019";"M";41
"2998";"Radenci";"2019";"Z";59
"2999";"Radenci";"2020";"M";55
"3000";"Radenci";"2020";"Z";58
"3001";"Radlje ob Dravi";"2010";"M";33
"3002";"Radlje ob Dravi";"2010";"Z";36
"3003";"Radlje ob Dravi";"2011";"M";40
"3004";"Radlje ob Dravi";"2011";"Z";35
"3005";"Radlje ob Dravi";"2012";"M";36
"3006";"Radlje ob Dravi";"2012";"Z";28
"3007";"Radlje ob Dravi";"2013";"M";37
"3008";"Radlje ob Dravi";"2013";"Z";28
"3009";"Radlje ob Dravi";"2014";"M";31
"3010";"Radlje ob Dravi";"2014";"Z";46
"3011";"Radlje ob Dravi";"2015";"M";48
"3012";"Radlje ob Dravi";"2015";"Z";31
"3013";"Radlje ob Dravi";"2016";"M";47
"3014";"Radlje ob Dravi";"2016";"Z";42
"3015";"Radlje ob Dravi";"2017";"M";41
"3016";"Radlje ob Dravi";"2017";"Z";33
"3017";"Radlje ob Dravi";"2018";"M";35
"3018";"Radlje ob Dravi";"2018";"Z";48
"3019";"Radlje ob Dravi";"2019";"M";44
"3020";"Radlje ob Dravi";"2019";"Z";40
"3021";"Radlje ob Dravi";"2020";"M";51
"3022";"Radlje ob Dravi";"2020";"Z";49
"3023";"Radovljica";"2010";"M";82
"3024";"Radovljica";"2010";"Z";93
"3025";"Radovljica";"2011";"M";83
"3026";"Radovljica";"2011";"Z";111
"3027";"Radovljica";"2012";"M";87
"3028";"Radovljica";"2012";"Z";97
"3029";"Radovljica";"2013";"M";81
"3030";"Radovljica";"2013";"Z";98
"3031";"Radovljica";"2014";"M";73
"3032";"Radovljica";"2014";"Z";105
"3033";"Radovljica";"2015";"M";81
"3034";"Radovljica";"2015";"Z";119
"3035";"Radovljica";"2016";"M";89
"3036";"Radovljica";"2016";"Z";102
"3037";"Radovljica";"2017";"M";102
"3038";"Radovljica";"2017";"Z";103
"3039";"Radovljica";"2018";"M";107
"3040";"Radovljica";"2018";"Z";134
"3041";"Radovljica";"2019";"M";92
"3042";"Radovljica";"2019";"Z";131
"3043";"Radovljica";"2020";"M";107
"3044";"Radovljica";"2020";"Z";127
"3045";"Ravne na Koroškem";"2010";"M";49
"3046";"Ravne na Koroškem";"2010";"Z";38
"3047";"Ravne na Koroškem";"2011";"M";41
"3048";"Ravne na Koroškem";"2011";"Z";38
"3049";"Ravne na Koroškem";"2012";"M";46
"3050";"Ravne na Koroškem";"2012";"Z";32
"3051";"Ravne na Koroškem";"2013";"M";44
"3052";"Ravne na Koroškem";"2013";"Z";38
"3053";"Ravne na Koroškem";"2014";"M";54
"3054";"Ravne na Koroškem";"2014";"Z";26
"3055";"Ravne na Koroškem";"2015";"M";40
"3056";"Ravne na Koroškem";"2015";"Z";39
"3057";"Ravne na Koroškem";"2016";"M";56
"3058";"Ravne na Koroškem";"2016";"Z";42
"3059";"Ravne na Koroškem";"2017";"M";46
"3060";"Ravne na Koroškem";"2017";"Z";38
"3061";"Ravne na Koroškem";"2018";"M";34
"3062";"Ravne na Koroškem";"2018";"Z";43
"3063";"Ravne na Koroškem";"2019";"M";53
"3064";"Ravne na Koroškem";"2019";"Z";50
"3065";"Ravne na Koroškem";"2020";"M";57
"3066";"Ravne na Koroškem";"2020";"Z";47
"3067";"Razkrižje";"2010";"M";5
"3068";"Razkrižje";"2010";"Z";6
"3069";"Razkrižje";"2011";"M";4
"3070";"Razkrižje";"2011";"Z";11
"3071";"Razkrižje";"2012";"M";5
"3072";"Razkrižje";"2012";"Z";6
"3073";"Razkrižje";"2013";"M";8
"3074";"Razkrižje";"2013";"Z";7
"3075";"Razkrižje";"2014";"M";7
"3076";"Razkrižje";"2014";"Z";3
"3077";"Razkrižje";"2015";"M";6
"3078";"Razkrižje";"2015";"Z";5
"3079";"Razkrižje";"2016";"M";5
"3080";"Razkrižje";"2016";"Z";1
"3081";"Razkrižje";"2017";"M";6
"3082";"Razkrižje";"2017";"Z";6
"3083";"Razkrižje";"2018";"M";5
"3084";"Razkrižje";"2018";"Z";4
"3085";"Razkrižje";"2019";"M";6
"3086";"Razkrižje";"2019";"Z";1
"3087";"Razkrižje";"2020";"M";6
"3088";"Razkrižje";"2020";"Z";2
"3089";"Rečica ob Savinji";"2010";"M";11
"3090";"Rečica ob Savinji";"2010";"Z";4
"3091";"Rečica ob Savinji";"2011";"M";10
"3092";"Rečica ob Savinji";"2011";"Z";10
"3093";"Rečica ob Savinji";"2012";"M";10
"3094";"Rečica ob Savinji";"2012";"Z";7
"3095";"Rečica ob Savinji";"2013";"M";6
"3096";"Rečica ob Savinji";"2013";"Z";9
"3097";"Rečica ob Savinji";"2014";"M";10
"3098";"Rečica ob Savinji";"2014";"Z";12
"3099";"Rečica ob Savinji";"2015";"M";12
"3100";"Rečica ob Savinji";"2015";"Z";8
"3101";"Rečica ob Savinji";"2016";"M";15
"3102";"Rečica ob Savinji";"2016";"Z";9
"3103";"Rečica ob Savinji";"2017";"M";14
"3104";"Rečica ob Savinji";"2017";"Z";13
"3105";"Rečica ob Savinji";"2018";"M";15
"3106";"Rečica ob Savinji";"2018";"Z";8
"3107";"Rečica ob Savinji";"2019";"M";8
"3108";"Rečica ob Savinji";"2019";"Z";11
"3109";"Rečica ob Savinji";"2020";"M";11
"3110";"Rečica ob Savinji";"2020";"Z";20
"3111";"Renče - Vogrsko";"2010";"M";16
"3112";"Renče - Vogrsko";"2010";"Z";18
"3113";"Renče - Vogrsko";"2011";"M";17
"3114";"Renče - Vogrsko";"2011";"Z";18
"3115";"Renče - Vogrsko";"2012";"M";27
"3116";"Renče - Vogrsko";"2012";"Z";27
"3117";"Renče - Vogrsko";"2013";"M";19
"3118";"Renče - Vogrsko";"2013";"Z";18
"3119";"Renče - Vogrsko";"2014";"M";21
"3120";"Renče - Vogrsko";"2014";"Z";18
"3121";"Renče - Vogrsko";"2015";"M";23
"3122";"Renče - Vogrsko";"2015";"Z";10
"3123";"Renče - Vogrsko";"2016";"M";24
"3124";"Renče - Vogrsko";"2016";"Z";13
"3125";"Renče - Vogrsko";"2017";"M";18
"3126";"Renče - Vogrsko";"2017";"Z";23
"3127";"Renče - Vogrsko";"2018";"M";27
"3128";"Renče - Vogrsko";"2018";"Z";27
"3129";"Renče - Vogrsko";"2019";"M";29
"3130";"Renče - Vogrsko";"2019";"Z";26
"3131";"Renče - Vogrsko";"2020";"M";27
"3132";"Renče - Vogrsko";"2020";"Z";33
"3133";"Ribnica";"2010";"M";45
"3134";"Ribnica";"2010";"Z";50
"3135";"Ribnica";"2011";"M";52
"3136";"Ribnica";"2011";"Z";67
"3137";"Ribnica";"2012";"M";44
"3138";"Ribnica";"2012";"Z";60
"3139";"Ribnica";"2013";"M";53
"3140";"Ribnica";"2013";"Z";66
"3141";"Ribnica";"2014";"M";55
"3142";"Ribnica";"2014";"Z";46
"3143";"Ribnica";"2015";"M";48
"3144";"Ribnica";"2015";"Z";62
"3145";"Ribnica";"2016";"M";43
"3146";"Ribnica";"2016";"Z";51
"3147";"Ribnica";"2017";"M";42
"3148";"Ribnica";"2017";"Z";52
"3149";"Ribnica";"2018";"M";55
"3150";"Ribnica";"2018";"Z";46
"3151";"Ribnica";"2019";"M";50
"3152";"Ribnica";"2019";"Z";52
"3153";"Ribnica";"2020";"M";59
"3154";"Ribnica";"2020";"Z";60
"3155";"Ribnica na Pohorju";"2010";"M";7
"3156";"Ribnica na Pohorju";"2010";"Z";6
"3157";"Ribnica na Pohorju";"2011";"M";11
"3158";"Ribnica na Pohorju";"2011";"Z";9
"3159";"Ribnica na Pohorju";"2012";"M";3
"3160";"Ribnica na Pohorju";"2012";"Z";5
"3161";"Ribnica na Pohorju";"2013";"M";9
"3162";"Ribnica na Pohorju";"2013";"Z";2
"3163";"Ribnica na Pohorju";"2014";"M";9
"3164";"Ribnica na Pohorju";"2014";"Z";5
"3165";"Ribnica na Pohorju";"2015";"M";6
"3166";"Ribnica na Pohorju";"2015";"Z";5
"3167";"Ribnica na Pohorju";"2016";"M";6
"3168";"Ribnica na Pohorju";"2016";"Z";5
"3169";"Ribnica na Pohorju";"2017";"M";5
"3170";"Ribnica na Pohorju";"2017";"Z";6
"3171";"Ribnica na Pohorju";"2018";"M";4
"3172";"Ribnica na Pohorju";"2018";"Z";9
"3173";"Ribnica na Pohorju";"2019";"M";4
"3174";"Ribnica na Pohorju";"2019";"Z";6
"3175";"Ribnica na Pohorju";"2020";"M";7
"3176";"Ribnica na Pohorju";"2020";"Z";7
"3177";"Rogaška Slatina";"2010";"M";46
"3178";"Rogaška Slatina";"2010";"Z";55
"3179";"Rogaška Slatina";"2011";"M";52
"3180";"Rogaška Slatina";"2011";"Z";42
"3181";"Rogaška Slatina";"2012";"M";62
"3182";"Rogaška Slatina";"2012";"Z";37
"3183";"Rogaška Slatina";"2013";"M";42
"3184";"Rogaška Slatina";"2013";"Z";45
"3185";"Rogaška Slatina";"2014";"M";48
"3186";"Rogaška Slatina";"2014";"Z";53
"3187";"Rogaška Slatina";"2015";"M";53
"3188";"Rogaška Slatina";"2015";"Z";40
"3189";"Rogaška Slatina";"2016";"M";30
"3190";"Rogaška Slatina";"2016";"Z";61
"3191";"Rogaška Slatina";"2017";"M";58
"3192";"Rogaška Slatina";"2017";"Z";51
"3193";"Rogaška Slatina";"2018";"M";45
"3194";"Rogaška Slatina";"2018";"Z";54
"3195";"Rogaška Slatina";"2019";"M";61
"3196";"Rogaška Slatina";"2019";"Z";51
"3197";"Rogaška Slatina";"2020";"M";74
"3198";"Rogaška Slatina";"2020";"Z";48
"3199";"Rogašovci";"2010";"M";22
"3200";"Rogašovci";"2010";"Z";20
"3201";"Rogašovci";"2011";"M";20
"3202";"Rogašovci";"2011";"Z";24
"3203";"Rogašovci";"2012";"M";18
"3204";"Rogašovci";"2012";"Z";26
"3205";"Rogašovci";"2013";"M";13
"3206";"Rogašovci";"2013";"Z";24
"3207";"Rogašovci";"2014";"M";22
"3208";"Rogašovci";"2014";"Z";20
"3209";"Rogašovci";"2015";"M";24
"3210";"Rogašovci";"2015";"Z";18
"3211";"Rogašovci";"2016";"M";17
"3212";"Rogašovci";"2016";"Z";15
"3213";"Rogašovci";"2017";"M";25
"3214";"Rogašovci";"2017";"Z";16
"3215";"Rogašovci";"2018";"M";22
"3216";"Rogašovci";"2018";"Z";20
"3217";"Rogašovci";"2019";"M";18
"3218";"Rogašovci";"2019";"Z";26
"3219";"Rogašovci";"2020";"M";29
"3220";"Rogašovci";"2020";"Z";28
"3221";"Rogatec";"2010";"M";15
"3222";"Rogatec";"2010";"Z";14
"3223";"Rogatec";"2011";"M";8
"3224";"Rogatec";"2011";"Z";9
"3225";"Rogatec";"2012";"M";15
"3226";"Rogatec";"2012";"Z";13
"3227";"Rogatec";"2013";"M";15
"3228";"Rogatec";"2013";"Z";11
"3229";"Rogatec";"2014";"M";13
"3230";"Rogatec";"2014";"Z";12
"3231";"Rogatec";"2015";"M";17
"3232";"Rogatec";"2015";"Z";10
"3233";"Rogatec";"2016";"M";14
"3234";"Rogatec";"2016";"Z";11
"3235";"Rogatec";"2017";"M";14
"3236";"Rogatec";"2017";"Z";12
"3237";"Rogatec";"2018";"M";11
"3238";"Rogatec";"2018";"Z";7
"3239";"Rogatec";"2019";"M";9
"3240";"Rogatec";"2019";"Z";15
"3241";"Rogatec";"2020";"M";10
"3242";"Rogatec";"2020";"Z";16
"3243";"Ruše";"2010";"M";32
"3244";"Ruše";"2010";"Z";37
"3245";"Ruše";"2011";"M";34
"3246";"Ruše";"2011";"Z";32
"3247";"Ruše";"2012";"M";31
"3248";"Ruše";"2012";"Z";31
"3249";"Ruše";"2013";"M";33
"3250";"Ruše";"2013";"Z";29
"3251";"Ruše";"2014";"M";34
"3252";"Ruše";"2014";"Z";24
"3253";"Ruše";"2015";"M";32
"3254";"Ruše";"2015";"Z";28
"3255";"Ruše";"2016";"M";47
"3256";"Ruše";"2016";"Z";28
"3257";"Ruše";"2017";"M";35
"3258";"Ruše";"2017";"Z";28
"3259";"Ruše";"2018";"M";36
"3260";"Ruše";"2018";"Z";39
"3261";"Ruše";"2019";"M";40
"3262";"Ruše";"2019";"Z";26
"3263";"Ruše";"2020";"M";52
"3264";"Ruše";"2020";"Z";37
"3265";"Selnica ob Dravi";"2010";"M";17
"3266";"Selnica ob Dravi";"2010";"Z";22
"3267";"Selnica ob Dravi";"2011";"M";18
"3268";"Selnica ob Dravi";"2011";"Z";13
"3269";"Selnica ob Dravi";"2012";"M";19
"3270";"Selnica ob Dravi";"2012";"Z";11
"3271";"Selnica ob Dravi";"2013";"M";27
"3272";"Selnica ob Dravi";"2013";"Z";15
"3273";"Selnica ob Dravi";"2014";"M";14
"3274";"Selnica ob Dravi";"2014";"Z";25
"3275";"Selnica ob Dravi";"2015";"M";23
"3276";"Selnica ob Dravi";"2015";"Z";20
"3277";"Selnica ob Dravi";"2016";"M";23
"3278";"Selnica ob Dravi";"2016";"Z";19
"3279";"Selnica ob Dravi";"2017";"M";17
"3280";"Selnica ob Dravi";"2017";"Z";18
"3281";"Selnica ob Dravi";"2018";"M";25
"3282";"Selnica ob Dravi";"2018";"Z";17
"3283";"Selnica ob Dravi";"2019";"M";29
"3284";"Selnica ob Dravi";"2019";"Z";14
"3285";"Selnica ob Dravi";"2020";"M";27
"3286";"Selnica ob Dravi";"2020";"Z";31
"3287";"Semič";"2010";"M";14
"3288";"Semič";"2010";"Z";17
"3289";"Semič";"2011";"M";10
"3290";"Semič";"2011";"Z";14
"3291";"Semič";"2012";"M";17
"3292";"Semič";"2012";"Z";10
"3293";"Semič";"2013";"M";21
"3294";"Semič";"2013";"Z";9
"3295";"Semič";"2014";"M";11
"3296";"Semič";"2014";"Z";12
"3297";"Semič";"2015";"M";24
"3298";"Semič";"2015";"Z";17
"3299";"Semič";"2016";"M";9
"3300";"Semič";"2016";"Z";20
"3301";"Semič";"2017";"M";19
"3302";"Semič";"2017";"Z";17
"3303";"Semič";"2018";"M";8
"3304";"Semič";"2018";"Z";24
"3305";"Semič";"2019";"M";16
"3306";"Semič";"2019";"Z";20
"3307";"Semič";"2020";"M";15
"3308";"Semič";"2020";"Z";14
"3309";"Sevnica";"2010";"M";113
"3310";"Sevnica";"2010";"Z";107
"3311";"Sevnica";"2011";"M";90
"3312";"Sevnica";"2011";"Z";132
"3313";"Sevnica";"2012";"M";115
"3314";"Sevnica";"2012";"Z";140
"3315";"Sevnica";"2013";"M";111
"3316";"Sevnica";"2013";"Z";103
"3317";"Sevnica";"2014";"M";104
"3318";"Sevnica";"2014";"Z";119
"3319";"Sevnica";"2015";"M";119
"3320";"Sevnica";"2015";"Z";138
"3321";"Sevnica";"2016";"M";113
"3322";"Sevnica";"2016";"Z";131
"3323";"Sevnica";"2017";"M";118
"3324";"Sevnica";"2017";"Z";130
